N,N_V9,N_V832_error,N_v832_correct,description
32065,69618,32065,22065,GEOGKEY matches
32060,69619,32060,22060,GEOGKEY matches
33898,69620,33898,23898,GEOGKEY matches
33897,69621,33897,23897,GEOGKEY matches
35386,69622,35386,25386,GEOGKEY matches
33899,69623,33899,23899,GEOGKEY matches
32059,69624,32059,22059,GEOGKEY matches
33901,69625,33901,23901,GEOGKEY matches
32054,69626,32054,22054,GEOGKEY matches
32049,69627,32049,22049,GEOGKEY matches
31913,69628,31913,21913,GEOGKEY matches
33903,69629,33903,23903,GEOGKEY matches
33655,69630,33655,23655,GEOGKEY matches
32154,69631,32154,22154,GEOGKEY matches
31977,69632,31977,21977,GEOGKEY matches
33672,69633,33672,23672,GEOGKEY matches
33917,69634,33917,23917,GEOGKEY matches
33673,69635,33673,23673,GEOGKEY matches
32036,69636,32036,22036,GEOGKEY matches
35390,69637,35390,25390,GEOGKEY matches
33893,69638,33893,23893,GEOGKEY matches
33916,69639,33916,23916,GEOGKEY matches
35383,69640,35383,25383,GEOGKEY matches
32040,69641,32040,22040,GEOGKEY matches
36108,69642,36108,26108,GEOGKEY matches
34135,69643,34135,24135,GEOGKEY matches
34071,69644,34071,24071,GEOGKEY matches
35384,69645,35384,25384,GEOGKEY matches
33659,69646,33659,23659,GEOGKEY matches
40137,69647,40137,30137,GEOGKEY matches
30235,69648,30235,20235,GEOGKEY matches
33904,69649,33904,23904,GEOGKEY matches
33905,69650,33905,23905,GEOGKEY matches
33172,69651,33172,23172,GEOGKEY matches
79652,69652,79652,24008,"Moved Node, Bad Guess"
31992,69653,31992,21992,GEOGKEY matches
79654,69654,79654,22013,"Moved Node, Bad Guess"
35982,69655,35982,25982,GEOGKEY matches
32087,69656,32087,22087,GEOGKEY matches
34070,69657,34070,24070,GEOGKEY matches
32003,69658,32003,22003,GEOGKEY matches
32001,69659,32001,22001,GEOGKEY matches
32078,69660,32078,22078,GEOGKEY matches
32006,69661,32006,22006,GEOGKEY matches
34918,69662,34918,24918,GEOGKEY matches
35991,69663,35991,25991,GEOGKEY matches
32011,69664,32011,22011,GEOGKEY matches
32068,69665,32068,22068,GEOGKEY matches
34064,69667,34064,24064,GEOGKEY matches
34136,69668,34136,24136,GEOGKEY matches
34154,69669,34154,24154,GEOGKEY matches
33915,69671,33915,23915,GEOGKEY matches
32017,69672,32017,22017,GEOGKEY matches
32037,69673,32037,22037,GEOGKEY matches
34920,69674,34920,24920,GEOGKEY matches
32033,69675,32033,22033,GEOGKEY matches
36484,69676,36484,26484,GEOGKEY matches
31848,69677,31848,21848,GEOGKEY matches
30233,69678,30233,20233,GEOGKEY matches
30213,69679,30213,20213,GEOGKEY matches
31835,69680,31835,21835,GEOGKEY matches
32053,69681,32053,22053,GEOGKEY matches
39148,69682,39148,29148,GEOGKEY matches
32058,69683,32058,22058,GEOGKEY matches
33913,69684,33913,23913,GEOGKEY matches
30234,69685,30234,20234,GEOGKEY matches
36483,69686,36483,26483,GEOGKEY matches
32492,69687,32492,22492,GEOGKEY matches
34094,69688,34094,24094,GEOGKEY matches
31993,69689,31993,21993,GEOGKEY matches
30231,69690,30231,20231,GEOGKEY matches
32493,69692,32493,22493,GEOGKEY matches
31843,69693,31843,21843,GEOGKEY matches
36015,69694,36015,26015,GEOGKEY matches
34102,69695,34102,24102,GEOGKEY matches
33906,69696,33906,23906,GEOGKEY matches
35846,69697,35846,25846,GEOGKEY matches
31840,69698,31840,21840,GEOGKEY matches
33914,69700,33914,23914,GEOGKEY matches
36240,69701,36240,26240,GEOGKEY matches
34082,69702,34082,24082,GEOGKEY matches
32012,69703,32012,22012,GEOGKEY matches
32031,69704,32031,22031,GEOGKEY matches
26005,69705,26005,22153,GEOGKEY matches
32005,69706,32005,22005,GEOGKEY matches
40136,69707,40136,30136,GEOGKEY matches
34001,69708,34001,24001,GEOGKEY matches
34088,69709,34088,24088,GEOGKEY matches
36046,69710,36046,26046,GEOGKEY matches
35599,69711,35599,25599,GEOGKEY matches
36431,69712,36431,26431,GEOGKEY matches
33907,69713,33907,23907,GEOGKEY matches
34926,69714,34926,24926,GEOGKEY matches
35847,69715,35847,25847,GEOGKEY matches
33911,69716,33911,23911,GEOGKEY matches
36481,69717,36481,26481,GEOGKEY matches
36482,69718,36482,26482,GEOGKEY matches
32032,69719,32032,22032,GEOGKEY matches
31838,69720,31838,21838,GEOGKEY matches
35848,69721,35848,25848,GEOGKEY matches
36045,69722,36045,26045,GEOGKEY matches
31836,69723,31836,21836,GEOGKEY matches
31837,69724,31837,21837,GEOGKEY matches
32487,69725,32487,22487,GEOGKEY matches
34596,69726,34596,24596,GEOGKEY matches
34075,69727,34075,24075,GEOGKEY matches
35598,69728,35598,25598,GEOGKEY matches
33908,69729,33908,23908,GEOGKEY matches
35596,69730,35596,25596,GEOGKEY matches
34089,69731,34089,24089,GEOGKEY matches
34085,69732,34085,24085,GEOGKEY matches
35595,69733,35595,25595,GEOGKEY matches
33528,69734,33528,23528,GEOGKEY matches
35984,69735,35984,25984,GEOGKEY matches
40157,69736,40157,30157,GEOGKEY matches
30232,69737,30232,20232,GEOGKEY matches
34076,69738,34076,24076,GEOGKEY matches
35594,69739,35594,25594,GEOGKEY matches
31839,69740,31839,21839,GEOGKEY matches
31994,69741,31994,21994,GEOGKEY matches
35849,69742,35849,25849,GEOGKEY matches
33072,69744,33072,23072,GEOGKEY matches
32028,69745,32028,22028,GEOGKEY matches
34042,69746,34042,24042,GEOGKEY matches
35993,69747,35993,25993,GEOGKEY matches
34086,69748,34086,24086,GEOGKEY matches
36477,69749,36477,26477,GEOGKEY matches
34927,69750,34927,24927,GEOGKEY matches
40158,69751,40158,30158,GEOGKEY matches
31995,69752,31995,21995,GEOGKEY matches
34079,69753,34079,24079,GEOGKEY matches
35850,69754,35850,25850,GEOGKEY matches
40159,69755,40159,30159,GEOGKEY matches
34074,69756,34074,24074,GEOGKEY matches
35992,69757,35992,25992,GEOGKEY matches
34090,69758,34090,24090,GEOGKEY matches
31999,69759,31999,21999,GEOGKEY matches
32000,69760,32000,22000,GEOGKEY matches
32019,69761,32019,22019,GEOGKEY matches
34928,69762,34928,24928,GEOGKEY matches
33909,69763,33909,23909,GEOGKEY matches
34077,69764,34077,24077,GEOGKEY matches
32096,69765,32096,22096,GEOGKEY matches
34087,69766,34087,24087,GEOGKEY matches
35969,69767,35969,25969,GEOGKEY matches
35994,69768,35994,25994,GEOGKEY matches
31997,69769,31997,21997,GEOGKEY matches
33910,69770,33910,23910,GEOGKEY matches
32025,69772,32025,22025,GEOGKEY matches
32010,69773,32010,22010,GEOGKEY matches
34073,69774,34073,24073,GEOGKEY matches
32020,69775,32020,22020,GEOGKEY matches
35600,69776,35600,25600,GEOGKEY matches
32002,69777,32002,22002,GEOGKEY matches
34040,69778,34040,24040,GEOGKEY matches
34091,69779,34091,24091,GEOGKEY matches
34078,69780,34078,24078,GEOGKEY matches
34012,69781,34012,24012,GEOGKEY matches
34015,69782,34015,24015,GEOGKEY matches
34083,69784,34083,24083,GEOGKEY matches
30229,69785,30229,20229,GEOGKEY matches
32007,69786,32007,22007,GEOGKEY matches
34925,69787,34925,24925,GEOGKEY matches
40164,69788,40164,30164,GEOGKEY matches
40569,69789,40569,30569,GEOGKEY matches
35579,69790,35579,25579,GEOGKEY matches
36047,69791,36047,26047,GEOGKEY matches
34017,69792,34017,24017,GEOGKEY matches
17755,69793,17755,7755,GEOGKEY matches
34004,69794,34004,24004,GEOGKEY matches
40571,69795,40571,30571,GEOGKEY matches
32029,69796,32029,22029,GEOGKEY matches
17771,69797,17771,7771,GEOGKEY matches
30228,69798,30228,20228,GEOGKEY matches
40570,69799,40570,30570,GEOGKEY matches
33912,69800,33912,23912,GEOGKEY matches
32024,69801,32024,22024,GEOGKEY matches
34084,69802,34084,24084,GEOGKEY matches
30523,69803,30523,20523,GEOGKEY matches
32027,69804,32027,22027,GEOGKEY matches
16247,69805,16247,6247,GEOGKEY matches
32008,69806,32008,22008,GEOGKEY matches
16248,69807,16248,6248,GEOGKEY matches
15946,69808,15946,5946,GEOGKEY matches
34019,69809,34019,24019,GEOGKEY matches
34092,69810,34092,24092,GEOGKEY matches
32004,69812,32004,22004,GEOGKEY matches
32009,69813,32009,22009,GEOGKEY matches
36048,69814,36048,26048,GEOGKEY matches
34093,69815,34093,24093,GEOGKEY matches
34023,69816,34023,24023,GEOGKEY matches
26019,69817,26019,26049,GEOGKEY matches
35189,69818,35189,25189,GEOGKEY matches
34025,69819,34025,24025,GEOGKEY matches
35192,69820,35192,25192,GEOGKEY matches
34011,69821,34011,24011,GEOGKEY matches
35190,69822,35190,25190,GEOGKEY matches
35191,69823,35191,25191,GEOGKEY matches
35193,69824,35193,25193,GEOGKEY matches
35194,69825,35194,25194,GEOGKEY matches
34037,69826,34037,24037,GEOGKEY matches
34030,69828,34030,24030,GEOGKEY matches
35195,69829,35195,25195,GEOGKEY matches
34032,69830,34032,24032,GEOGKEY matches
34035,69831,34035,24035,GEOGKEY matches
36756,69832,36756,26756,GEOGKEY matches
35196,69833,35196,25196,GEOGKEY matches
35197,69834,35197,25197,GEOGKEY matches
25001,69835,25001,969835,New v9 Highway Node
169871,69871,169871,969871,New v9 Highway Node
25002,69872,25002,969872,New v9 Highway Node
25003,69873,25003,969873,New v9 Highway Node
169877,69877,169877,969877,New v9 Highway Node
169878,69878,169878,969878,New v9 Highway Node
25004,69886,25004,969886,New v9 Highway Node
169887,69887,169887,969887,New v9 Highway Node
169889,69889,169889,969889,New v9 Highway Node
169895,69895,169895,969895,New v9 Highway Node
41459,69908,41459,31459,GEOGKEY matches
25005,69910,25005,969910,New v9 Highway Node
169911,69911,169911,969911,New v9 Highway Node
169915,69915,169915,969915,New v9 Highway Node
25006,69917,25006,969917,New v9 Highway Node
169918,69918,169918,969918,New v9 Highway Node
169920,69920,169920,969920,New v9 Highway Node
169921,69921,169921,969921,New v9 Highway Node
169922,69922,169922,969922,New v9 Highway Node
169923,69923,169923,969923,New v9 Highway Node
169925,69925,169925,969925,New v9 Highway Node
169931,69931,169931,969931,New v9 Highway Node
25007,69952,25007,969952,New v9 Highway Node
169954,69954,169954,969954,New v9 Highway Node
169955,69955,169955,969955,New v9 Highway Node
169956,69956,169956,969956,New v9 Highway Node
169957,69957,169957,969957,New v9 Highway Node
169958,69958,169958,969958,New v9 Highway Node
169959,69959,169959,969959,New v9 Highway Node
169961,69961,169961,969961,New v9 Highway Node
169962,69962,169962,969962,New v9 Highway Node
169963,69963,169963,969963,New v9 Highway Node
169964,69964,169964,969964,New v9 Highway Node
169965,69965,169965,969965,New v9 Highway Node
169966,69966,169966,969966,New v9 Highway Node
169967,69967,169967,969967,New v9 Highway Node
169968,69968,169968,969968,New v9 Highway Node
169969,69969,169969,969969,New v9 Highway Node
169970,69970,169970,969970,New v9 Highway Node
169971,69971,169971,969971,New v9 Highway Node
169972,69972,169972,969972,New v9 Highway Node
169973,69973,169973,969973,New v9 Highway Node
169974,69974,169974,969974,New v9 Highway Node
169976,69976,169976,969976,New v9 Highway Node
169977,69977,169977,969977,New v9 Highway Node
169978,69978,169978,969978,New v9 Highway Node
169979,69979,169979,969979,New v9 Highway Node
169980,69980,169980,969980,New v9 Highway Node
169981,69981,169981,969981,New v9 Highway Node
169982,69982,169982,969982,New v9 Highway Node
169983,69983,169983,969983,New v9 Highway Node
169984,69984,169984,969984,New v9 Highway Node
169985,69985,169985,969985,New v9 Highway Node
169986,69986,169986,969986,New v9 Highway Node
169987,69987,169987,969987,New v9 Highway Node
169988,69988,169988,969988,New v9 Highway Node
169989,69989,169989,969989,New v9 Highway Node
169992,69992,169992,969992,New v9 Highway Node
169993,69993,169993,969993,New v9 Highway Node
169994,69994,169994,969994,New v9 Highway Node
169995,69995,169995,969995,New v9 Highway Node
169996,69996,169996,969996,New v9 Highway Node
169997,69997,169997,969997,New v9 Highway Node
169998,69998,169998,969998,New v9 Highway Node
169999,69999,169999,969999,New v9 Highway Node
25008,70006,25008,970006,New v9 Highway Node
25009,70011,25009,970011,New v9 Highway Node
25010,70013,25010,970013,New v9 Highway Node
25011,70016,25011,970016,New v9 Highway Node
25012,70019,25012,970019,New v9 Highway Node
25013,70034,25013,970034,New v9 Highway Node
25014,70051,25014,970051,New v9 Highway Node
25015,70052,25015,970052,New v9 Highway Node
25016,70065,25016,970065,New v9 Highway Node
25017,70067,25017,970067,New v9 Highway Node
25018,70090,25018,970090,New v9 Highway Node
25019,70101,25019,970101,New v9 Highway Node
25020,70121,25020,970121,New v9 Highway Node
25021,70142,25021,970142,New v9 Highway Node
25022,70165,25022,970165,New v9 Highway Node
25023,70168,25023,970168,New v9 Highway Node
25024,70175,25024,970175,New v9 Highway Node
41738,70215,41738,31738,GEOGKEY matches
41753,70224,41753,31753,GEOGKEY matches
25025,70255,25025,970255,New v9 Highway Node
25026,70262,25026,970262,New v9 Highway Node
25027,70271,25027,970271,New v9 Highway Node
25028,70281,25028,970281,New v9 Highway Node
25029,70292,25029,970292,New v9 Highway Node
25030,70293,25030,31666,"Moved Node, Bad Guess"
25031,70295,25031,970295,New v9 Highway Node
81000,71000,81000,23351,"Moved Node, Bad Guess"
81001,71001,81001,24276,"Moved Node, Bad Guess"
36133,71002,36133,26133,"Moved Node, Good Guess"
36134,71003,36134,26134,"Moved Node, Good Guess"
33352,71004,33352,23352,"Moved Node, Good Guess"
36132,71005,36132,26132,"Moved Node, Good Guess"
33353,71006,33353,23353,"Moved Node, Good Guess"
33354,71007,33354,23354,"Moved Node, Good Guess"
33530,71009,33530,23530,"Moved Node, Good Guess"
41671,71010,41671,31671,"Moved Node, Good Guess"
33601,71011,33601,23601,"Moved Node, Good Guess"
41672,71012,41672,31672,"Moved Node, Good Guess"
33583,71013,33583,23583,"Moved Node, Good Guess"
35334,71014,35334,25334,"Moved Node, Good Guess"
41673,71016,41673,31673,"Moved Node, Good Guess"
41674,71017,41674,31674,"Moved Node, Good Guess"
41675,71018,41675,31675,"Moved Node, Good Guess"
41588,71019,41588,31588,"Moved Node, Good Guess"
41676,71020,41676,31676,"Moved Node, Good Guess"
41587,71021,41587,31587,"Moved Node, Good Guess"
41589,71022,41589,31589,"Moved Node, Good Guess"
41692,71023,41692,31692,"Moved Node, Good Guess"
41677,71024,41677,31677,"Moved Node, Good Guess"
41586,71025,41586,31586,"Moved Node, Good Guess"
41483,71026,41483,31483,"Moved Node, Good Guess"
41476,71027,41476,31476,"Moved Node, Good Guess"
34838,71028,34838,24838,"Moved Node, Good Guess"
41477,71029,41477,31477,"Moved Node, Good Guess"
41590,71030,41590,31590,"Moved Node, Good Guess"
41487,71031,41487,31487,"Moved Node, Good Guess"
41494,71032,41494,31494,"Moved Node, Good Guess"
41495,71033,41495,31495,"Moved Node, Good Guess"
41486,71034,41486,31486,"Moved Node, Good Guess"
41678,71035,41678,31678,"Moved Node, Good Guess"
41679,71036,41679,31679,"Moved Node, Good Guess"
41585,71037,41585,31585,"Moved Node, Good Guess"
41472,71038,41472,31472,"Moved Node, Good Guess"
33522,71039,33522,23522,"Moved Node, Good Guess"
41475,71040,41475,31475,"Moved Node, Good Guess"
41591,71041,41591,31591,"Moved Node, Good Guess"
41493,71042,41493,31493,"Moved Node, Good Guess"
41496,71043,41496,31496,"Moved Node, Good Guess"
41502,71044,41502,31502,"Moved Node, Good Guess"
41503,71045,41503,31503,"Moved Node, Good Guess"
41484,71046,41484,31484,"Moved Node, Good Guess"
41693,71047,41693,31693,"Moved Node, Good Guess"
41687,71048,41687,31687,"Moved Node, Good Guess"
41680,71049,41680,31680,"Moved Node, Good Guess"
41471,71050,41471,31471,"Moved Node, Good Guess"
41473,71051,41473,31473,"Moved Node, Good Guess"
41584,71052,41584,31584,"Moved Node, Good Guess"
41474,71053,41474,31474,"Moved Node, Good Guess"
41492,71054,41492,31492,"Moved Node, Good Guess"
41488,71055,41488,31488,"Moved Node, Good Guess"
41592,71056,41592,31592,"Moved Node, Good Guess"
41501,71057,41501,31501,"Moved Node, Good Guess"
41504,71058,41504,31504,"Moved Node, Good Guess"
41512,71059,41512,31512,"Moved Node, Good Guess"
41485,71060,41485,31485,"Moved Node, Good Guess"
41698,71061,41698,31698,"Moved Node, Good Guess"
41688,71062,41688,31688,"Moved Node, Good Guess"
41694,71063,41694,31694,"Moved Node, Good Guess"
41681,71064,41681,31681,"Moved Node, Good Guess"
41528,71065,41528,31528,"Moved Node, Good Guess"
41686,71066,41686,31686,"Moved Node, Good Guess"
33616,71067,33616,23616,"Moved Node, Good Guess"
41469,71068,41469,31469,"Moved Node, Good Guess"
41470,71069,41470,31470,"Moved Node, Good Guess"
33448,71070,33448,23448,"Moved Node, Good Guess"
30505,71071,30505,20505,"Moved Node, Good Guess"
41719,71072,41719,31719,"Moved Node, Good Guess"
41489,71073,41489,31489,"Moved Node, Good Guess"
41463,71074,41463,31463,"Moved Node, Good Guess"
41497,71075,41497,31497,"Moved Node, Good Guess"
41491,71076,41491,31491,"Moved Node, Good Guess"
41511,71077,41511,31511,"Moved Node, Good Guess"
41583,71078,41583,31583,"Moved Node, Good Guess"
41513,71079,41513,31513,"Moved Node, Good Guess"
41519,71080,41519,31519,"Moved Node, Good Guess"
33491,71081,33491,23491,"Moved Node, Good Guess"
41704,71082,41704,31704,"Moved Node, Good Guess"
41695,71083,41695,31695,"Moved Node, Good Guess"
41689,71084,41689,31689,"Moved Node, Good Guess"
41682,71085,41682,31682,"Moved Node, Good Guess"
41593,71086,41593,31593,"Moved Node, Good Guess"
41685,71087,41685,31685,"Moved Node, Good Guess"
41468,71088,41468,31468,"Moved Node, Good Guess"
41548,71089,41548,31548,GEOGKEY matches
33450,71090,33450,23450,"Moved Node, Good Guess"
41514,71091,41514,31514,"Moved Node, Good Guess"
41490,71092,41490,31490,"Moved Node, Good Guess"
41478,71093,41478,31478,"Moved Node, Good Guess"
41498,71094,41498,31498,"Moved Node, Good Guess"
41500,71095,41500,31500,"Moved Node, Good Guess"
41521,71096,41521,31521,"Moved Node, Good Guess"
41518,71097,41518,31518,"Moved Node, Good Guess"
41520,71098,41520,31520,"Moved Node, Good Guess"
41699,71099,41699,31699,"Moved Node, Good Guess"
41703,71100,41703,31703,"Moved Node, Good Guess"
41697,71101,41697,31697,"Moved Node, Good Guess"
41683,71102,41683,31683,"Moved Node, Good Guess"
41690,71103,41690,31690,"Moved Node, Good Guess"
41684,71104,41684,31684,"Moved Node, Good Guess"
41505,71105,41505,31505,"Moved Node, Good Guess"
41782,71106,41782,31782,"Moved Node, Good Guess"
41544,71107,41544,31544,"Moved Node, Good Guess"
41510,71108,41510,31510,"Moved Node, Good Guess"
41464,71109,41464,31464,"Moved Node, Good Guess"
41515,71110,41515,31515,"Moved Node, Good Guess"
41479,71111,41479,31479,"Moved Node, Good Guess"
41717,71112,41717,31717,"Moved Node, Good Guess"
41460,71113,41460,31460,"Moved Node, Good Guess"
41499,71114,41499,31499,"Moved Node, Good Guess"
41576,71115,41576,31576,"Moved Node, Good Guess"
41524,71116,41524,31524,"Moved Node, Good Guess"
41508,71117,41508,31508,"Moved Node, Good Guess"
41594,71118,41594,31594,"Moved Node, Good Guess"
41522,71119,41522,31522,"Moved Node, Good Guess"
41579,71120,41579,31579,"Moved Node, Good Guess"
41716,71121,41716,31716,"Moved Node, Good Guess"
41462,71122,41462,31462,"Moved Node, Good Guess"
41709,71123,41709,31709,"Moved Node, Good Guess"
41705,71124,41705,31705,"Moved Node, Good Guess"
41691,71125,41691,31691,"Moved Node, Good Guess"
41700,71126,41700,31700,"Moved Node, Good Guess"
41780,71127,41780,31780,"Moved Node, Good Guess"
41781,71128,41781,31781,"Moved Node, Good Guess"
41516,71129,41516,31516,"Moved Node, Good Guess"
41538,71130,41538,31538,"Moved Node, Good Guess"
30651,71131,30651,20651,"Moved Node, Good Guess"
41545,71132,41545,31545,"Moved Node, Good Guess"
41480,71133,41480,31480,"Moved Node, Good Guess"
30650,71134,30650,20650,"Moved Node, Good Guess"
34601,71135,34601,24601,"Moved Node, Good Guess"
41543,71136,41543,31543,GEOGKEY matches
41597,71137,41597,31597,"Moved Node, Good Guess"
41523,71138,41523,31523,"Moved Node, Good Guess"
41507,71139,41507,31507,"Moved Node, Good Guess"
41509,71140,41509,31509,"Moved Node, Good Guess"
41517,71141,41517,31517,"Moved Node, Good Guess"
41575,71142,41575,31575,"Moved Node, Good Guess"
41774,71143,41774,31774,"Moved Node, Good Guess"
41526,71144,41526,31526,"Moved Node, Good Guess"
41696,71145,41696,31696,"Moved Node, Good Guess"
41718,71146,41718,31718,"Moved Node, Good Guess"
41461,71147,41461,31461,"Moved Node, Good Guess"
